Time,Elapsed Time,Temperature,Step,Flow_A,Flow_B,Cumulative Flow,Pressure_A,Pressure_B,Event,residence_time
2026-02-18 21:10:38,1.00063105,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:10:38,1.0000844833333333,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:11:38,2.0008283666666666,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:11:38,2.000083,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:12:38,3.0006876,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:12:38,3.000116583333333,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:13:38,4.000948033333334,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:13:38,4.000341316666667,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:14:38,5.000969116666667,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:14:38,5.000534016666666,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:15:38,6.001160033333333,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:15:38,6.0007508000000005,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:16:38,7.0013933999999995,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:16:38,7.000724133333334,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:17:38,8.001573183333333,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:17:38,8.000670466666667,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:18:38,9.001773983333333,,,0.0,0.0,0.0,0.0,0.0,,
2026-02-18 21:18:38,9.00068385,,,0.0,0.0,0.0,0.0,0.0,,
